keyword,title,company,location,employment_type,industry,education,experience,salary,posting,expiration,url
노인,[광교노인복지관] 평생교육 어르신 과목 강사모집,광교 노인복지관,경기 &gt; 수원시 영통구,"기간제,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-07T18:12:19+0900,2025-08-20T10:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51502215&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호센터 사회복지사 팀장 채용 (경기 의왕점),케어링커뮤니티케어(주),경기 &gt; 의왕시,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력2년↑,면접후 결정,2025-08-07T16:54:10+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51501363&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,재가 / 해운대구 4등급 여자어르신(만89세) 요양보호사 모집,하니데이케어센터,부산 &gt; 해운대구,계약직,사회복지,학력무관,경력무관,"시급 14,000원",2025-08-07T14:23:42+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51499456&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 요양보호사 채용 (경기 의왕점),(주)케어링주간보호센터의왕점,경기 &gt; 의왕시,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 225만원,2025-08-07T14:14:31+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51499339&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 복지용구센터 사회복지사 채용 (육아휴직 대체 계약직),케어링(주),서울 &gt; 서초구,계약직,사회복지,학력무관,경력무관,면접후 결정,2025-08-07T13:34:09+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51498813&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[성산구 상남동 / 4등급 1분] 재가 방문요양보호사 모집,희연재가커뮤니티케어센터,경남 &gt; 창원시,파트,사회복지,학력무관,경력무관,"시급 14,500원",2025-08-07T11:59:05+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51498074&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,주간보호센터에서 1년 이상 경력 있는 사회복지사 모집합니다.,해피케어하우스 재활주간보호,부산 &gt; 남구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력1년↑,면접후 결정,2025-08-07T11:38:01+0900,2025-09-30T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51497830&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,해피케어하우스 신입 및 경력 요양보호사  모집합니다.,해피케어하우스 재활주간보호,부산 &gt; 남구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-07T11:37:15+0900,2025-09-30T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51497815&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,해피케어하우스에서 같이 근무 할 운전원을 모집합니다.,해피케어하우스 재활주간보호,부산 &gt; 남구,"계약직 (정규직 전환가능),파트,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-07T11:36:06+0900,2025-09-30T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51497800&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 요양보호사 채용 (광주 서구점),케어링 주간보호센터 광주 서구점,광주 &gt; 서구,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 225만원,2025-08-07T10:58:32+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51497186&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 사회복지사 팀장 채용 (부산 동래점),(주)케어링 주간보호센터 부산 동래점,부산 &gt; 동래구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력2년↑,월급 255만원,2025-08-07T09:48:17+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51495952&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 요양보호사 채용 (용인 기흥점),(주)케어링 주간보호센터 용인 기흥점,경기 &gt; 용인시 기흥구,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 225만원,2025-08-07T09:22:21+0900,2025-09-06T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51495519&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,봄날강서데이케어센터에서 사회복지사 선생님을 모집합니다.,봄날강서데이케어센터,서울 &gt; 강서구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-06T16:32:41+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51489732&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,서울시니어타운 (서울 양천구 소재 요양원) 조리사 시간제근무,(주)서울시니어타운,서울 &gt; 양천구,아르바이트,사회복지,학력무관,경력 1~1년,"시급 14,000원",2025-08-06T14:19:44+0900,2025-08-20T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51488014&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,수원시 장안구 방문요양 요양보호사 구인,주안돌봄 재가노인복지센터,경기 &gt; 수원시 장안구,계약직,사회복지,학력무관,경력무관,면접후 결정,2025-08-06T13:50:39+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51487649&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 요양보호사 채용 (경남 김해점),(주)케어링 주간보호센터 김해점,경남 &gt; 김해시,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 225만원,2025-08-06T13:39:24+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51487486&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,2025년 노인맞춤돌봄서비스 수행인력(전담사회복지사) 채용,용인대학교,경기 &gt; 용인시 처인구,계약직,사회복지,학력무관,경력1년↑,월급 218만원,2025-08-06T13:17:48+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51487232&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[요양보호사] 요양보호사 채용 공고(2교대),효성제일노인건강센터,부산 &gt; 기장군,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 255만원,2025-08-06T11:39:16+0900,2025-08-21T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51486309&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 사회복지사 팀장 채용 (경기 광명점),(주)케어링주간보호센터광명점,경기 &gt; 광명시,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력2년↑,월급 255만원,2025-08-06T10:31:05+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51485227&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 사회복지사 채용 (경기 광명점),(주)케어링주간보호센터광명점,경기 &gt; 광명시,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력3년↑,면접후 결정,2025-08-06T10:16:48+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51485005&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 사회복지사 채용 (경기 의왕점),(주)케어링주간보호센터의왕점,경기 &gt; 의왕시,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력3년↑,면접후 결정,2025-08-06T09:37:35+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51484316&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 주간보호 사회복지사 팀장 채용 (경기 의왕점),(주)케어링주간보호센터의왕점,경기 &gt; 의왕시,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력2년↑,월급 255만원,2025-08-06T09:26:50+0900,2025-09-05T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51484153&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,2025년 11차 울산북구실버케어센터 채용 공고(간호사),울산북구실버케어센터,울산 &gt; 북구,계약직,사회복지,학력무관,경력1년↑,면접후 결정,2025-08-05T16:33:03+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51477969&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,라파엘노인데이케어센터 남구점 요양보호사 모집(주간보호),라파엘노인데이케어센터남구점,부산 &gt; 남구,"기간제,계약직",사회복지,학력무관,경력무관,월급 210만원,2025-08-05T13:46:21+0900,2025-08-27T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51475824&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,A+카네이션데이케어센터 풀타임 요양보호사 선생님을 모집합니다,A+카네이션데이케어센터,"서울 &gt; 강동구,경기 &gt; 하남시","기간제,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-05T13:31:58+0900,2025-10-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51475649&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,A+카네이션데이케어센터 풀타임 사회복지사 선생님을 모집합니다,A+카네이션데이케어센터,"서울 &gt; 강동구,경기 &gt; 하남시","기간제,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-05T12:48:35+0900,2025-10-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51475208&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,A+카네이션데이케어센터 풀타임 간호조무사 선생님을 모집합니다,A+카네이션데이케어센터,"서울 &gt; 강동구,경기 &gt; 하남시","기간제,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-05T12:40:44+0900,2025-10-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51475170&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,"[경력무관, 파트] 시설 요양보호사",시니어재활요양센터,대구 &gt; 서구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-05T12:34:19+0900,2025-08-19T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51475123&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,(A)공경효자손요양원 주간근무 요양보호사 구인,(A)공경효자손요양원,경기 &gt; 광명시,계약직,사회복지,학력무관,경력무관,월급 230만원,2025-08-05T09:53:42+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472789&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,령강노인종합복지센터-요양원 요양보호사 채용,령강노인종합복지센터,부산 &gt; 남구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 253만원,2025-08-05T09:53:27+0900,2025-08-15T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472784&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,주례동 부산재가주간보호센터 요양보호사 모집합니다.,(주)부산종합복지,부산 &gt; 사상구,"계약직 (정규직 전환가능),기간제,계약직",사회복지,학력무관,경력무관,월급 216만원,2025-08-05T09:44:11+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472633&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,VL르웨스트시티(노인 주거 복지시설) 시설팀 직원 모집,(주)삼구아이앤씨,서울 &gt; 강서구,계약직,시설관리·경비·용역,학력무관,신입/경력,회사내규에 따름,2025-08-05T09:12:32+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472133&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,(주)센텀보라데이케어센터 재가 요양보호사 모집,(주)센텀보라데이케어센터,부산 &gt; 해운대구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 137만원,2025-08-05T09:06:10+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472050&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,계룡시니어클럽 기간제근로자(일자리담당자) 채용 공고,계룡시니어클럽,충남 &gt; 계룡시,계약직,사회복지,학력무관,경력무관,월급 213만원,2025-08-04T16:58:20+0900,2025-08-19T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51466893&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,울엄니 공동생활가정 요양보호사 모집,울엄니 공동생활가정,대전 &gt; 중구,계약직,사회복지,학력무관,경력무관,면접후 결정,2025-08-04T15:59:24+0900,2025-09-03T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51466005&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,하니데이케어센터 간호조무사 모집,하니데이케어센터,부산 &gt; 수영구,계약직,사회복지,학력무관,경력무관,월급 215만원,2025-08-04T15:46:51+0900,2025-08-19T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51465801&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,하니데이케어센터 방문요양 사회복지사 모집공고,하니데이케어센터,부산 &gt; 수영구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 220만원,2025-08-04T15:03:20+0900,2025-08-19T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51465095&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[케어링] 방문요양 사회복지사 채용 (광주 봄날점),케어링케어(주),광주 &gt; 서구,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력1년↑,월급 230만원,2025-08-04T14:36:01+0900,2025-09-03T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51464635&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[공고]곰달래어르신복지센터 보조조리사(계약직)채용 긴급 공고,곰달래어르신복지센터,서울 &gt; 강서구,계약직,사회복지,학력무관,경력무관,월급 180만원,2025-08-04T14:32:36+0900,2025-08-11T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51464579&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,화명동 (주)보배어르신모심터 노인주간보호센터 요양보호사 구인,(주)보배어르신모심터,부산 &gt; 북구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,"시급 10,030원",2025-08-04T14:16:49+0900,2025-09-03T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51464321&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
